transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000046,card_00284,2026-01-11T06:41:46Z,152.05,travel,SG,False,False
txn_0000047,card_00390,2026-01-12T17:31:56Z,34.54,online_retail,IN,False,False
txn_0000048,card_00294,2026-01-22T21:32:22Z,219.45,utilities,AE,False,False
txn_0000049,card_00786,2026-01-19T23:52:56Z,59.96,grocery,GB,False,False
txn_0000050,card_00739,2026-01-29T03:01:50Z,730.68,fuel,US,True,False
txn_0000051,card_00003,2026-01-17T18:37:22Z,90.53,entertainment,IN,True,False
txn_0000052,card_00197,2026-01-12T19:01:22Z,60.22,fuel,GB,False,False
txn_0000053,card_00570,2026-01-24T17:14:11Z,46.38,grocery,SG,False,False
txn_0000054,card_00438,2026-01-21T02:53:14Z,193.96,travel,DE,False,False
txn_0000055,card_00598,2026-01-16T19:57:28Z,407.96,entertainment,IN,False,False
txn_0000056,card_00828,2026-01-15T22:10:42Z,89.6,pharmacy,AE,False,False
txn_0000057,card_00402,2026-01-14T20:30:26Z,20.73,entertainment,SG,False,False
txn_0000058,card_00504,2026-01-23T11:58:24Z,51.93,grocery,GB,True,False
txn_0000059,card_00034,2026-01-10T00:39:59Z,32.12,electronics,US,False,True
txn_0000060,card_00200,2026-01-25T21:47:04Z,69.69,online_retail,DE,False,False
txn_0000061,card_00467,2026-01-12T22:15:38Z,7.4,online_retail,IN,True,False
txn_0000062,card_00394,2026-01-17T16:58:02Z,139.34,entertainment,SG,True,False
txn_0000063,card_00504,2026-01-15T20:32:42Z,193.0,atm_withdrawal,GB,True,False
txn_0000064,card_00669,2026-01-05T18:00:13Z,40.81,utilities,IN,False,False
txn_0000065,card_00651,2026-01-21T05:14:06Z,295.79,utilities,IN,False,False
txn_0000066,card_00442,2026-01-15T08:47:15Z,20.92,online_retail,US,True,False
txn_0000067,card_00206,2026-01-26T09:11:17Z,68.38,atm_withdrawal,AE,False,False
txn_0000068,card_00685,2026-01-29T15:14:14Z,271.76,entertainment,US,True,True
txn_0000069,card_00372,2026-01-02T21:14:43Z,22.09,online_retail,US,True,False
txn_0000070,card_00823,2026-01-29T06:46:44Z,644.75,restaurant,DE,True,False
txn_0000071,card_00167,2026-01-15T03:14:15Z,80.79,utilities,SG,True,False
txn_0000072,card_00404,2026-01-01T09:23:14Z,149.86,travel,SG,True,False
txn_0000073,card_00028,2026-01-21T10:13:05Z,219.5,atm_withdrawal,IN,False,False
txn_0000074,card_00825,2026-01-02T08:32:38Z,178.4,pharmacy,DE,True,False
txn_0000075,card_00609,2026-01-11T13:13:36Z,58.71,grocery,DE,False,False
txn_0000076,card_00496,2026-01-18T13:23:26Z,275.44,entertainment,AE,True,False
txn_0000077,card_00286,2026-01-27T22:37:41Z,84.86,fuel,GB,True,False
txn_0000078,card_00463,2026-01-29T20:48:10Z,272.86,utilities,IN,True,False
txn_0000079,card_00419,2026-01-21T08:41:16Z,145.59,utilities,DE,False,False
txn_0000080,card_00253,2026-01-30T00:51:48Z,73.24,travel,US,False,False
txn_0000081,card_00760,2026-01-26T14:35:17Z,9.61,online_retail,DE,False,False
txn_0000082,card_00815,2026-01-08T21:39:22Z,79.97,entertainment,US,True,False
txn_0000083,card_00472,2026-01-19T04:15:10Z,93.75,travel,US,False,False
txn_0000084,card_00427,2026-01-21T14:02:37Z,114.43,entertainment,IN,True,False
txn_0000085,card_00604,2026-01-17T04:32:38Z,1080.98,fuel,SG,True,True
txn_0000086,card_00418,2026-01-03T12:07:14Z,120.08,fuel,AE,False,False
txn_0000087,card_00360,2026-01-26T17:41:32Z,378.26,atm_withdrawal,IN,False,False
txn_0000088,card_00884,2026-01-30T20:25:20Z,70.67,grocery,DE,True,False
txn_0000089,card_00485,2026-01-07T05:20:21Z,177.76,online_retail,DE,True,False
txn_0000090,card_00254,2026-01-18T12:14:34Z,107.83,atm_withdrawal,SG,True,False
txn_0000091,card_00523,2026-01-03T14:37:56Z,22.04,electronics,AE,False,False
txn_0000092,card_00223,2026-01-29T20:06:49Z,5.63,online_retail,US,True,False
txn_0000093,card_00276,2026-01-01T19:43:06Z,30.12,travel,GB,False,False
txn_0000094,card_00217,2026-01-14T00:14:37Z,245.94,electronics,SG,True,False
txn_0000095,card_00590,2026-01-06T14:12:36Z,36.99,entertainment,AE,False,False
txn_0000096,card_00197,2026-01-09T15:01:38Z,46.68,online_retail,SG,False,False
txn_0000097,card_00178,2026-01-12T22:23:42Z,62.81,online_retail,AE,False,False
txn_0000098,card_00742,2026-01-08T09:06:50Z,16.17,electronics,DE,True,False
txn_0000099,card_00646,2026-01-19T22:47:01Z,88.64,entertainment,US,False,False
txn_0000100,card_00213,2026-01-28T15:52:57Z,33.93,online_retail,DE,False,False
txn_0000101,card_00753,2026-01-28T00:33:48Z,110.22,restaurant,US,True,False
txn_0000102,card_00528,2026-01-16T01:27:22Z,29.76,utilities,GB,False,False
txn_0000103,card_00148,2026-01-13T18:56:04Z,7.35,atm_withdrawal,SG,False,False
txn_0000104,card_00362,2026-01-03T15:43:51Z,76.02,travel,SG,False,False
txn_0000105,card_00426,2026-01-30T14:11:35Z,256.91,atm_withdrawal,IN,True,False
txn_0000106,card_00434,2026-01-01T21:48:35Z,48.74,fuel,SG,False,False
txn_0000107,card_00573,2026-01-01T10:41:52Z,10.09,electronics,IN,True,False
txn_0000108,card_00170,2026-01-21T20:34:22Z,22.92,fuel,SG,False,False
txn_0000109,card_00621,2026-01-13T10:25:22Z,131.83,online_retail,DE,True,False
txn_0000110,card_00770,2026-01-22T01:30:59Z,34.81,electronics,AE,True,False
txn_0000111,card_00805,2026-01-27T17:07:31Z,32.32,utilities,SG,False,False
txn_0000112,card_00623,2026-01-18T14:19:10Z,287.29,electronics,US,True,False
txn_0000113,card_00480,2026-01-02T10:57:11Z,18.33,travel,US,True,False
txn_0000114,card_00126,2026-01-24T13:02:04Z,235.24,online_retail,DE,True,True
txn_0000115,card_00890,2026-01-15T18:44:12Z,181.25,electronics,GB,False,False
txn_0000116,card_00292,2026-01-21T14:13:02Z,123.17,online_retail,SG,False,False
txn_0000117,card_00199,2026-01-01T23:07:04Z,232.18,grocery,IN,False,False
txn_0000118,card_00663,2026-01-03T18:28:20Z,50.89,utilities,AE,False,False
txn_0000119,card_00109,2026-01-22T11:31:08Z,42.9,online_retail,US,False,False
txn_0000120,card_00229,2026-01-14T09:16:20Z,77.61,restaurant,IN,False,False
txn_0000121,card_00643,2026-01-16T12:57:45Z,84.71,fuel,IN,True,False
txn_0000122,card_00061,2026-01-28T20:10:27Z,194.78,pharmacy,US,True,False
txn_0000123,card_00303,2026-01-21T02:57:28Z,34.55,grocery,SG,True,False
txn_0000124,card_00508,2026-01-30T18:53:03Z,885.76,travel,US,False,False
txn_0000125,card_00339,2026-01-05T08:14:08Z,16.91,restaurant,GB,True,False
txn_0000126,card_00120,2026-01-13T06:17:01Z,20.95,grocery,DE,False,False
txn_0000127,card_00443,2026-01-14T13:03:48Z,18.89,atm_withdrawal,SG,False,False
txn_0000128,card_00578,2026-01-02T03:25:37Z,14.92,grocery,US,False,False
txn_0000129,card_00257,2026-01-11T03:55:34Z,39.38,travel,SG,False,False
txn_0000130,card_00129,2026-01-01T23:09:15Z,122.67,fuel,DE,False,False
txn_0000131,card_00521,2026-01-10T10:33:06Z,67.56,entertainment,AE,True,False
txn_0000132,card_00118,2026-01-04T03:27:04Z,229.93,atm_withdrawal,DE,False,False
txn_0000133,card_00625,2026-01-05T00:54:06Z,17.53,online_retail,DE,False,False
txn_0000134,card_00204,2026-01-01T16:18:06Z,27.88,online_retail,DE,False,False
txn_0000135,card_00271,2026-01-27T14:18:23Z,6.72,electronics,US,True,False
txn_0000136,card_00260,2026-01-11T00:31:45Z,123.37,electronics,GB,True,False
txn_0000137,card_00225,2026-01-17T12:13:00Z,62.08,travel,IN,False,False
txn_0000138,card_00125,2026-01-14T23:24:32Z,8.7,electronics,AE,True,False
txn_0000139,card_00352,2026-01-02T18:14:10Z,29.76,fuel,US,False,False
txn_0000140,card_00084,2026-01-03T15:16:38Z,21.43,travel,IN,True,False
txn_0000141,card_00164,2026-01-19T15:22:28Z,167.63,grocery,GB,False,False
txn_0000142,card_00557,2026-01-09T01:16:34Z,53.25,travel,GB,False,False
txn_0000143,card_00023,2026-01-06T10:52:42Z,48.36,electronics,GB,True,False
txn_0000144,card_00831,2026-01-15T22:49:05Z,43.22,online_retail,DE,True,False
txn_0000145,card_00750,2026-01-25T05:37:43Z,47.02,atm_withdrawal,US,True,False
txn_0000146,card_00882,2026-01-29T17:50:49Z,173.76,travel,US,True,True
txn_0000147,card_00339,2026-01-09T22:49:07Z,53.52,grocery,AE,False,False
txn_0000148,card_00201,2026-01-11T10:09:30Z,13.43,restaurant,SG,False,False
txn_0000149,card_00594,2026-01-27T02:48:57Z,249.28,online_retail,US,True,False
txn_0000150,card_00749,2026-01-27T17:38:46Z,9.43,utilities,SG,False,False
txn_0000151,card_00134,2026-01-26T14:57:48Z,195.27,utilities,US,True,False
txn_0000152,card_00737,2026-01-07T10:33:37Z,150.94,online_retail,SG,True,False
txn_0000153,card_00347,2026-01-09T04:09:36Z,17.52,online_retail,SG,True,False
txn_0000154,card_00354,2026-01-21T09:39:58Z,366.44,online_retail,AE,False,False
txn_0000155,card_00833,2026-01-30T23:00:26Z,60.68,electronics,SG,False,False
txn_0000156,card_00357,2026-01-06T19:13:50Z,21.18,restaurant,DE,False,False
txn_0000157,card_00355,2026-01-09T04:46:32Z,103.05,utilities,DE,True,False
txn_0000158,card_00289,2026-01-02T03:26:48Z,85.69,electronics,US,False,True
txn_0000159,card_00097,2026-01-20T22:48:12Z,148.44,pharmacy,GB,True,False
txn_0000160,card_00286,2026-01-13T08:05:19Z,22.01,grocery,GB,True,False
txn_0000161,card_00265,2026-01-10T01:57:30Z,193.04,atm_withdrawal,AE,False,False
txn_0000162,card_00498,2026-01-02T15:26:40Z,114.22,pharmacy,SG,True,False
txn_0000163,card_00146,2026-01-30T23:44:20Z,53.47,electronics,AE,False,False
txn_0000164,card_00870,2026-01-06T16:25:58Z,31.37,fuel,AE,True,False
txn_0000165,card_00472,2026-01-22T07:03:52Z,107.95,entertainment,SG,False,False
txn_0000166,card_00095,2026-01-02T08:18:26Z,92.15,utilities,SG,True,False
txn_0000167,card_00039,2026-01-21T07:45:43Z,14.85,pharmacy,AE,False,False
txn_0000168,card_00409,2026-01-22T06:22:43Z,16.99,fuel,IN,True,False
txn_0000169,card_00489,2026-01-29T05:55:04Z,59.04,restaurant,AE,False,False
txn_0000170,card_00468,2026-01-26T15:02:20Z,150.49,pharmacy,SG,True,False
txn_0000171,card_00883,2026-01-20T09:43:59Z,35.77,pharmacy,IN,True,False
txn_0000172,card_00303,2026-01-28T11:11:32Z,25.9,pharmacy,IN,False,False
txn_0000173,card_00893,2026-01-07T11:11:38Z,559.26,fuel,AE,False,False
txn_0000174,card_00068,2026-01-23T02:35:40Z,430.13,utilities,GB,True,False
txn_0000175,card_00636,2026-01-21T19:57:58Z,74.93,pharmacy,AE,True,False
txn_0000176,card_00244,2026-01-23T11:38:55Z,22.46,online_retail,DE,False,False
txn_0000177,card_00238,2026-01-24T08:12:30Z,35.64,fuel,SG,False,False
txn_0000178,card_00055,2026-01-18T11:31:01Z,32.4,electronics,US,True,False
txn_0000179,card_00213,2026-01-10T12:48:20Z,51.4,atm_withdrawal,GB,True,False
txn_0000180,card_00398,2026-01-08T12:12:28Z,20.7,online_retail,GB,True,False
txn_0000181,card_00769,2026-01-11T17:20:17Z,219.42,fuel,DE,False,False
txn_0000182,card_00834,2026-01-27T16:37:39Z,44.56,pharmacy,IN,False,False
txn_0000183,card_00462,2026-01-25T10:10:34Z,3008.81,atm_withdrawal,US,True,True
txn_0000184,card_00356,2026-01-07T07:44:34Z,2806.32,fuel,IN,True,True
txn_0000185,card_00178,2026-01-19T10:41:25Z,8.58,utilities,SG,True,False
txn_0000186,card_00331,2026-01-12T13:16:49Z,182.22,entertainment,SG,True,False
txn_0000187,card_00133,2026-01-06T02:34:34Z,8.33,travel,GB,True,False
txn_0000188,card_00133,2026-01-14T21:41:48Z,25.14,entertainment,IN,False,False
txn_0000189,card_00821,2026-01-27T00:52:22Z,421.42,travel,GB,False,False
txn_0000190,card_00303,2026-01-22T12:46:54Z,149.95,atm_withdrawal,US,False,False
txn_0000191,card_00220,2026-01-09T14:31:55Z,29.0,electronics,DE,True,False
txn_0000192,card_00081,2026-01-09T12:50:51Z,92.56,travel,GB,True,False
txn_0000193,card_00679,2026-01-28T06:05:28Z,128.06,fuel,AE,True,False
txn_0000194,card_00695,2026-01-23T14:44:18Z,241.54,grocery,SG,True,False
txn_0000195,card_00853,2026-01-19T23:57:19Z,14.29,travel,US,False,False
txn_0000196,card_00142,2026-01-01T23:24:16Z,38.02,atm_withdrawal,IN,True,False
txn_0000197,card_00865,2026-01-08T07:45:50Z,25.81,electronics,SG,True,False
txn_0000198,card_00688,2026-01-12T20:28:47Z,281.9,electronics,GB,True,False
txn_0000199,card_00686,2026-01-14T14:06:00Z,250.54,pharmacy,SG,True,False
txn_0000200,card_00166,2026-01-12T23:04:54Z,109.97,restaurant,DE,True,False
txn_0000201,card_00481,2026-01-03T05:57:58Z,110.49,utilities,GB,True,False
txn_0000202,card_00861,2026-01-23T16:28:16Z,13.32,utilities,AE,False,False
txn_0000203,card_00376,2026-01-26T10:12:00Z,38.31,pharmacy,AE,False,False
txn_0000204,card_00760,2026-01-11T09:42:12Z,439.93,utilities,GB,False,False
txn_0000205,card_00565,2026-01-26T17:21:32Z,161.66,travel,AE,False,False
txn_0000206,card_00140,2026-01-21T04:46:17Z,61.06,grocery,AE,True,False
txn_0000207,card_00672,2026-01-05T04:34:05Z,369.9,travel,SG,True,False
txn_0000208,card_00459,2026-01-09T17:31:15Z,57.28,atm_withdrawal,AE,False,False
txn_0000209,card_00110,2026-01-26T20:53:59Z,117.11,utilities,US,True,False
txn_0000210,card_00454,2026-01-24T05:07:27Z,57.65,entertainment,US,True,False
txn_0000211,card_00640,2026-01-13T16:15:05Z,55.81,pharmacy,GB,True,False
txn_0000212,card_00383,2026-01-11T06:12:11Z,134.27,fuel,SG,True,True
txn_0000213,card_00368,2026-01-09T21:41:43Z,73.76,online_retail,GB,True,False
txn_0000214,card_00100,2026-01-28T18:36:15Z,33.82,electronics,AE,False,False
txn_0000215,card_00735,2026-01-10T08:11:15Z,205.93,fuel,US,True,False
txn_0000216,card_00041,2026-01-06T18:26:49Z,627.73,utilities,SG,True,True
txn_0000217,card_00409,2026-01-10T23:21:51Z,92.9,utilities,DE,True,False
txn_0000218,card_00370,2026-01-10T04:43:52Z,71.48,pharmacy,GB,True,False
txn_0000219,card_00896,2026-01-14T18:22:02Z,220.95,grocery,GB,False,False
txn_0000220,card_00242,2026-01-19T02:31:15Z,353.95,atm_withdrawal,US,True,True
txn_0000221,card_00468,2026-01-20T16:28:21Z,20.78,fuel,IN,False,False
txn_0000222,card_00136,2026-01-12T14:15:35Z,6.75,atm_withdrawal,AE,True,False
txn_0000223,card_00029,2026-01-25T21:17:55Z,90.45,restaurant,US,True,False
txn_0000224,card_00684,2026-01-11T19:38:54Z,253.57,grocery,GB,True,False
txn_0000225,card_00815,2026-01-13T15:39:50Z,19.54,fuel,GB,True,False
txn_0000226,card_00670,2026-01-17T23:22:38Z,28.21,atm_withdrawal,GB,False,False
txn_0000227,card_00313,2026-01-20T23:32:36Z,214.74,atm_withdrawal,SG,True,True
txn_0000228,card_00323,2026-01-27T08:46:42Z,60.38,entertainment,DE,False,False
txn_0000229,card_00718,2026-01-06T08:04:30Z,54.6,grocery,IN,False,False
txn_0000230,card_00269,2026-01-12T13:22:20Z,95.82,electronics,AE,True,False
txn_0000231,card_00642,2026-01-18T02:58:45Z,8.97,electronics,GB,True,False
txn_0000232,card_00096,2026-01-19T03:48:14Z,56.79,fuel,AE,False,False
txn_0000233,card_00744,2026-01-29T07:49:33Z,19.5,utilities,SG,True,False
txn_0000234,card_00488,2026-01-04T01:09:04Z,177.19,grocery,AE,False,False
txn_0000235,card_00470,2026-01-03T10:01:40Z,49.32,restaurant,IN,True,False
txn_0000236,card_00486,2026-01-17T07:36:39Z,971.02,atm_withdrawal,SG,True,True
txn_0000237,card_00340,2026-01-29T02:25:09Z,42.64,fuel,SG,True,False
txn_0000238,card_00450,2026-01-02T03:33:28Z,133.25,restaurant,US,True,False
txn_0000239,card_00486,2026-01-03T12:45:00Z,58.42,restaurant,US,False,False
txn_0000240,card_00458,2026-01-04T19:37:07Z,11.45,restaurant,AE,True,False
txn_0000241,card_00047,2026-01-06T16:09:12Z,112.63,utilities,AE,True,False
txn_0000242,card_00252,2026-01-27T06:23:43Z,129.57,pharmacy,AE,False,False
txn_0000243,card_00324,2026-01-10T01:17:05Z,246.53,online_retail,GB,True,False
txn_0000244,card_00409,2026-01-30T17:49:43Z,169.41,entertainment,AE,False,False
txn_0000245,card_00850,2026-01-01T14:04:12Z,4.74,atm_withdrawal,SG,False,False
txn_0000246,card_00196,2026-01-29T23:02:21Z,18.84,restaurant,AE,False,False
txn_0000247,card_00684,2026-01-13T04:59:09Z,102.44,pharmacy,GB,False,False
txn_0000248,card_00540,2026-01-23T02:10:51Z,60.17,electronics,GB,True,False
txn_0000249,card_00773,2026-01-09T13:41:33Z,6.96,travel,GB,True,False
txn_0000250,card_00072,2026-01-03T04:23:46Z,23.51,utilities,AE,True,False
txn_0000251,card_00147,2026-01-08T04:33:48Z,132.5,restaurant,DE,True,False
txn_0000252,card_00153,2026-01-03T00:50:10Z,102.86,pharmacy,IN,False,False
txn_0000253,card_00399,2026-01-21T08:28:58Z,23.35,entertainment,AE,True,False
txn_0000254,card_00089,2026-01-30T06:48:31Z,102.24,atm_withdrawal,IN,True,False
txn_0000255,card_00036,2026-01-17T21:22:52Z,233.38,atm_withdrawal,US,False,False
txn_0000256,card_00442,2026-01-26T12:37:43Z,213.92,grocery,AE,True,False
txn_0000257,card_00664,2026-01-25T10:47:31Z,334.54,electronics,US,False,False
txn_0000258,card_00684,2026-01-21T07:42:57Z,118.5,grocery,SG,False,False
txn_0000259,card_00370,2026-01-03T17:35:35Z,8.84,atm_withdrawal,SG,True,False
txn_0000260,card_00131,2026-01-27T19:19:37Z,15.97,restaurant,US,True,False
txn_0000261,card_00264,2026-01-15T11:45:19Z,22.73,entertainment,US,True,False
txn_0000262,card_00130,2026-01-01T15:04:15Z,48.69,travel,GB,False,False
txn_0000263,card_00559,2026-01-04T07:59:39Z,255.43,online_retail,SG,True,False
txn_0000264,card_00218,2026-01-26T17:48:38Z,134.05,pharmacy,SG,False,False
txn_0000265,card_00043,2026-01-22T03:54:28Z,40.13,electronics,AE,False,False
txn_0000266,card_00749,2026-01-27T15:30:01Z,53.58,atm_withdrawal,IN,True,False
txn_0000267,card_00080,2026-01-24T21:38:47Z,1040.59,entertainment,AE,False,False
txn_0000268,card_00898,2026-01-27T11:55:33Z,170.2,travel,IN,False,False
txn_0000269,card_00753,2026-01-12T09:56:24Z,42.53,online_retail,GB,True,False
txn_0000270,card_00817,2026-01-01T01:56:18Z,29.97,restaurant,GB,False,False
txn_0000271,card_00826,2026-01-14T15:23:57Z,35.42,pharmacy,SG,False,False
txn_0000272,card_00867,2026-01-16T23:44:59Z,353.49,pharmacy,AE,False,False
txn_0000273,card_00689,2026-01-05T07:41:18Z,29.11,atm_withdrawal,AE,True,False
txn_0000274,card_00870,2026-01-29T14:38:38Z,143.18,travel,AE,True,False
txn_0000275,card_00150,2026-01-16T06:43:49Z,204.95,grocery,AE,False,False
txn_0000276,card_00148,2026-01-18T04:11:50Z,213.4,atm_withdrawal,IN,False,False
txn_0000277,card_00850,2026-01-14T20:18:50Z,63.37,pharmacy,SG,False,False
txn_0000278,card_00862,2026-01-05T14:18:30Z,39.13,restaurant,GB,True,False
txn_0000279,card_00462,2026-01-22T06:36:18Z,62.57,entertainment,US,True,False
txn_0000280,card_00664,2026-01-25T13:40:57Z,30.3,utilities,GB,True,False
txn_0000281,card_00198,2026-01-16T14:13:42Z,40.31,atm_withdrawal,DE,True,False
txn_0000282,card_00308,2026-01-24T21:40:16Z,351.9,pharmacy,AE,False,False
txn_0000283,card_00306,2026-01-23T12:42:20Z,115.46,atm_withdrawal,DE,False,False
txn_0000284,card_00514,2026-01-04T11:45:21Z,11.53,entertainment,SG,True,False
txn_0000285,card_00649,2026-01-08T22:33:09Z,30.0,restaurant,US,False,False
txn_0000286,card_00047,2026-01-11T13:24:40Z,104.36,online_retail,DE,True,False
txn_0000287,card_00491,2026-01-02T19:55:23Z,6.74,travel,IN,True,False
txn_0000288,card_00889,2026-01-21T04:07:33Z,199.51,atm_withdrawal,SG,True,False
txn_0000289,card_00278,2026-01-27T23:17:46Z,106.14,entertainment,DE,True,False
txn_0000290,card_00263,2026-01-13T02:09:17Z,3.27,atm_withdrawal,GB,False,False
txn_0000291,card_00104,2026-01-02T11:30:33Z,90.9,utilities,GB,True,False
txn_0000292,card_00875,2026-01-03T06:39:17Z,323.83,grocery,DE,False,True
txn_0000293,card_00491,2026-01-04T18:53:05Z,221.19,restaurant,US,True,False
txn_0000294,card_00657,2026-01-01T17:10:58Z,28.78,grocery,AE,True,False
txn_0000295,card_00585,2026-01-15T23:18:11Z,36.79,entertainment,GB,True,False
txn_0000296,card_00422,2026-01-12T15:22:35Z,375.9,utilities,IN,False,False
txn_0000297,card_00643,2026-01-08T19:13:10Z,41.81,utilities,US,True,False
txn_0000298,card_00508,2026-01-07T08:08:46Z,57.88,atm_withdrawal,AE,False,False
txn_0000299,card_00384,2026-01-03T09:15:27Z,77.33,electronics,GB,False,False
txn_0000300,card_00225,2026-01-03T14:24:09Z,386.98,restaurant,SG,False,False
txn_0000301,card_00093,2026-01-03T11:10:46Z,48.79,electronics,GB,False,False
txn_0000302,card_00224,2026-01-19T18:17:35Z,17.88,online_retail,SG,False,False
txn_0000303,card_00713,2026-01-25T08:00:49Z,206.58,grocery,SG,True,False
txn_0000304,card_00455,2026-01-17T23:17:43Z,9.23,atm_withdrawal,AE,False,False
txn_0000305,card_00294,2026-01-06T10:19:50Z,257.68,restaurant,AE,False,False
txn_0000306,card_00791,2026-01-22T23:39:39Z,55.63,online_retail,GB,True,False
txn_0000307,card_00764,2026-01-29T19:11:00Z,24.97,fuel,DE,True,False
txn_0000308,card_00559,2026-01-01T00:41:30Z,91.92,travel,DE,True,False
txn_0000309,card_00399,2026-01-20T01:47:53Z,81.75,online_retail,GB,True,False
txn_0000310,card_00342,2026-01-30T21:53:42Z,18.11,pharmacy,IN,True,False
txn_0000311,card_00225,2026-01-09T12:51:15Z,120.79,entertainment,SG,True,False
txn_0000312,card_00694,2026-01-06T02:55:08Z,79.83,restaurant,GB,False,False
txn_0000313,card_00774,2026-01-26T03:55:55Z,100.99,electronics,GB,True,False
txn_0000314,card_00025,2026-01-05T14:11:42Z,12.79,pharmacy,US,False,False
txn_0000315,card_00712,2026-01-09T21:50:50Z,41.87,atm_withdrawal,GB,True,False
txn_0000316,card_00244,2026-01-08T22:33:47Z,35.13,grocery,GB,True,False
txn_0000317,card_00394,2026-01-23T02:39:20Z,12.56,online_retail,US,False,False
txn_0000318,card_00715,2026-01-06T14:27:00Z,47.29,utilities,IN,False,False
txn_0000319,card_00243,2026-01-30T18:49:21Z,43.17,utilities,DE,True,False
txn_0000320,card_00068,2026-01-15T18:01:22Z,56.54,online_retail,GB,True,False
txn_0000321,card_00523,2026-01-20T05:47:59Z,144.11,travel,SG,True,False
txn_0000322,card_00741,2026-01-28T14:30:35Z,208.1,entertainment,GB,True,False
txn_0000323,card_00338,2026-01-27T10:44:11Z,18.99,pharmacy,US,True,False
